source,structure,structure_type,layer_id,layer_weight,layer_number,layer_minimum_thickness_mm,layer_load_bearing_thickness_mm,layer_tag,structure_material,layer_notes
ETOL_1945,AB_PW_concrete,partition_wall,285,1,0,70,150,load-bearing structure,reinforced concrete,
ETOL_1945,AB_PW_concrete,partition_wall,286,1,1,0,,exterior finish,none,
ETOL_1945,AB_PW_concrete,partition_wall,287,1,-1,0,,interior finish,none,
ETOL_1945,AB_PW_brick,partition_wall,288,1,0,240,360,load-bearing structure,brick,
ETOL_1945,AB_PW_brick,partition_wall,289,1,1,0,,exterior finish,none,
ETOL_1945,AB_PW_brick,partition_wall,290,1,-1,0,,interior finish,none,
ETOL_1945,AB_EW_concrete,exterior_wall,291,1,0,130,,thermal insulation,autoclaved aerated concrete,
ETOL_1945,AB_EW_concrete,exterior_wall,292,1,1,0,,exterior finish,plaster,
ETOL_1945,AB_EW_concrete,exterior_wall,293,1,-1,70,150,load-bearing structure,reinforced concrete,
ETOL_1945,AB_EW_concrete,exterior_wall,294,1,-2,0,,interior finish,none,
ETOL_1945,AB_EW_brick,exterior_wall,295,1,0,360,360,load-bearing structure,brick,solid 1½ brick wall
ETOL_1945,AB_EW_brick,exterior_wall,296,1,1,0,,exterior finish,none,
ETOL_1945,AB_EW_brick,exterior_wall,297,1,-1,0,,interior finish,none,
ETOL_1945,AB_BF_concrete,base_floor,298,1,0,100,,load-bearing structure,concrete,
ETOL_1945,AB_BF_concrete,base_floor,299,1,1,200,,french drain layer,gravel,
ETOL_1945,AB_BF_concrete,base_floor,300,1,2,0,,ground,none,
ETOL_1945,AB_BF_concrete,base_floor,301,1,-1,0,,interior finish,none,
ETOL_1960,DH_SF_timber,separating_floor,302,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1960,DH_SF_timber,separating_floor,303,0.16666666666666663,0,100,,soundproofing,mineral wool,
ETOL_1960,DH_SF_timber,separating_floor,304,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1960,DH_SF_timber,separating_floor,305,0.16666666666666663,1,100,,ventilation space,ventilation space,
ETOL_1960,DH_SF_timber,separating_floor,306,1,2,12,,construction board,plywood,
ETOL_1960,DH_SF_timber,separating_floor,307,1,3,0,,exterior finish,none,
ETOL_1960,DH_SF_timber,separating_floor,308,1,-1,12,,construction board,plywood,
ETOL_1960,DH_SF_timber,separating_floor,309,1,-2,0,,interior finish,none,
ETOL_1960,DH_R_timber_flat,roof,310,0.125,0,150,,load-bearing structure,wood,
ETOL_1960,DH_R_timber_flat,roof,311,0.875,0,150,,thermal insulation,mineral wool,
ETOL_1960,DH_R_timber_flat,roof,312,0.125,1,50,,load-bearing structure,wood,
ETOL_1960,DH_R_timber_flat,roof,313,0.875,1,50,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_flat,roof,314,0.08333333333333333,2,100,,furring,wood,50x100 k 600 furring estimated
ETOL_1960,DH_R_timber_flat,roof,315,0.9166666666666666,2,100,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_flat,roof,316,1,3,12,,windproofing,plywood,
ETOL_1960,DH_R_timber_flat,roof,317,1,4,0,,exterior finish,none,roofing
ETOL_1960,DH_R_timber_flat,roof,318,1,-1,12,,construction board,plywood,
ETOL_1960,DH_R_timber_flat,roof,319,1,-2,0,,interior finish,none,
ETOL_1960,DH_R_timber_200,roof,320,0.125,0,200,,load-bearing structure,wood,75x200 k 600 timber roof truss estimated
ETOL_1960,DH_R_timber_200,roof,321,0.875,0,200,,thermal insulation,mineral wool,
ETOL_1960,DH_R_timber_200,roof,322,1,1,100,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_200,roof,323,0.125,2,200,,roof supports,wood,75x200 k 600 timber roof truss estimated
ETOL_1960,DH_R_timber_200,roof,324,0.875,2,200,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_200,roof,325,1,3,20,,boarding,wood,
ETOL_1960,DH_R_timber_200,roof,326,1,4,0,,exterior finish,none,roofing
ETOL_1960,DH_R_timber_200,roof,327,1,-1,12,,construction board,plywood,
ETOL_1960,DH_R_timber_200,roof,328,1,-2,0,,interior finish,none,
ETOL_1960,DH_R_timber_150,roof,329,0.125,0,150,,load-bearing structure,wood,75x200 k 600 timber roof truss estimated
ETOL_1960,DH_R_timber_150,roof,330,0.875,0,150,,thermal insulation,mineral wool,
ETOL_1960,DH_R_timber_150,roof,331,0.125,1,50,,load-bearing structure,wood,75x200 k 600 timber roof truss estimated
ETOL_1960,DH_R_timber_150,roof,332,0.875,1,50,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_150,roof,333,1,2,100,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_150,roof,334,0.125,3,200,,roof supports,wood,75x200 k 600 timber roof truss estimated
ETOL_1960,DH_R_timber_150,roof,335,0.875,3,200,,ventilation space,ventilation space,
ETOL_1960,DH_R_timber_150,roof,336,1,4,20,,boarding,wood,
ETOL_1960,DH_R_timber_150,roof,337,1,5,0,,exterior finish,none,roofing
ETOL_1960,DH_R_timber_150,roof,338,1,-1,12,,construction board,plywood,
ETOL_1960,DH_R_timber_150,roof,339,1,-2,0,,interior finish,none,
ETOL_1960,DH_PW_timber_b,partition_wall,340,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
ETOL_1960,DH_PW_timber_b,partition_wall,341,0.925,0,95,95,soundproofing,mineral wool,
ETOL_1960,DH_PW_timber_b,partition_wall,342,1,1,9,,construction board,plywood,
ETOL_1960,DH_PW_timber_b,partition_wall,343,1,2,0,,exterior finish,none,
ETOL_1960,DH_PW_timber_b,partition_wall,344,1,-1,9,,construction board,plywood,
ETOL_1960,DH_PW_timber_b,partition_wall,345,1,-2,0,,interior finish,none,
ETOL_1960,DH_PW_timber,partition_wall,346,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600 timber frame assumed
ETOL_1960,DH_PW_timber,partition_wall,347,0.9166666666666666,0,100,100,ventilation space,ventilation space,
ETOL_1960,DH_PW_timber,partition_wall,348,1,1,0,,soundproofing,cardboard,
ETOL_1960,DH_PW_timber,partition_wall,349,1,2,20,,boarding,wood,20x100 boarding assumed
ETOL_1960,DH_PW_timber,partition_wall,350,1,3,0,,exterior finish,none,
ETOL_1960,DH_PW_timber,partition_wall,351,1,-1,0,,soundproofing,cardboard,
ETOL_1960,DH_PW_timber,partition_wall,352,1,-2,20,,boarding,wood,20x100 boarding assumed
ETOL_1960,DH_PW_timber,partition_wall,353,1,-3,0,,interior finish,none,
ETOL_1960,DH_EW_timber_150,exterior_wall,354,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 timber frame estimated
ETOL_1960,DH_EW_timber_150,exterior_wall,355,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
ETOL_1960,DH_EW_timber_150,exterior_wall,356,1,1,9,,windproofing,plywood,
ETOL_1960,DH_EW_timber_150,exterior_wall,357,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1960,DH_EW_timber_150,exterior_wall,358,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1960,DH_EW_timber_150,exterior_wall,359,1,3,20,,exterior finish,wood,20x100 exterior boarding
ETOL_1960,DH_EW_timber_150,exterior_wall,360,1,-1,0,,interior finish,none,
ETOL_1960,DH_EW_timber_100,exterior_wall,361,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600 timber frame estimated
ETOL_1960,DH_EW_timber_100,exterior_wall,362,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
ETOL_1960,DH_EW_timber_100,exterior_wall,363,1,1,9,,windproofing,plywood,
ETOL_1960,DH_EW_timber_100,exterior_wall,364,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1960,DH_EW_timber_100,exterior_wall,365,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1960,DH_EW_timber_100,exterior_wall,366,1,3,20,,exterior finish,wood,20x100 exterior boarding
ETOL_1960,DH_EW_timber_100,exterior_wall,367,1,-1,0,,interior finish,none,
ETOL_1960,DH_EW_brick,exterior_wall,368,1,0,100,,thermal insulation,mineral wool,
ETOL_1960,DH_EW_brick,exterior_wall,369,1,1,25,,ventilation space,ventilation space,
ETOL_1960,DH_EW_brick,exterior_wall,370,1,2,130,,exterior finish,brick,
ETOL_1960,DH_EW_brick,exterior_wall,371,1,-1,130,130,load-bearing structure,brick,
ETOL_1960,DH_EW_brick,exterior_wall,372,1,-2,0,,interior finish,none,
ETOL_1960,DH_BF_concrete_200,base_floor,373,0.08333333333333333,0,200,,furring,wood,2x(50x100) k 600 furring estimated
ETOL_1960,DH_BF_concrete_200,base_floor,374,0.9166666666666666,0,200,,thermal insulation,mineral wool,
ETOL_1960,DH_BF_concrete_200,base_floor,375,1,1,100,,load-bearing structure,reinforced concrete,
ETOL_1960,DH_BF_concrete_200,base_floor,376,1,2,400,,french drain layer,gravel,
ETOL_1960,DH_BF_concrete_200,base_floor,377,1,3,0,,ground,none,
ETOL_1960,DH_BF_concrete_200,base_floor,378,1,-1,12,,construction board,plywood,
ETOL_1960,DH_BF_concrete_200,base_floor,379,1,-2,0,,interior finish,none,
ETOL_1960,DH_BF_concrete_100,base_floor,380,0.08333333333333333,0,100,,furring,wood,50x100 k 600 furring estimated
ETOL_1960,DH_BF_concrete_100,base_floor,381,0.9166666666666666,0,100,,thermal insulation,mineral wool,
ETOL_1960,DH_BF_concrete_100,base_floor,382,1,1,100,,load-bearing structure,reinforced concrete,
ETOL_1960,DH_BF_concrete_100,base_floor,383,1,2,400,,french drain layer,gravel,
ETOL_1960,DH_BF_concrete_100,base_floor,384,1,3,0,,ground,none,
ETOL_1960,DH_BF_concrete_100,base_floor,385,1,-1,20,,interior finish,wood,boarding
ETOL_1960,AB_SF_concrete_b,separating_floor,386,1,0,160,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_SF_concrete_b,separating_floor,387,1,1,100,,soundproofing,expanded polystyrene,
ETOL_1960,AB_SF_concrete_b,separating_floor,388,1,2,50,,surface slab,reinforced concrete,
ETOL_1960,AB_SF_concrete_b,separating_floor,389,1,3,0,,exterior finish,none,
ETOL_1960,AB_SF_concrete_b,separating_floor,390,1,-1,0,,interior finish,none,
ETOL_1960,AB_SF_concrete,separating_floor,391,1,0,190,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_SF_concrete,separating_floor,392,1,1,0,,exterior finish,none,
ETOL_1960,AB_SF_concrete,separating_floor,393,1,-1,0,,interior finish,none,
ETOL_1960,AB_R_concrete_flat,roof,394,1,0,200,,thermal insulation,expanded clay aggregate,
ETOL_1960,AB_R_concrete_flat,roof,395,1,1,50,,surface slab,reinforced concrete,
ETOL_1960,AB_R_concrete_flat,roof,396,1,2,0,,exterior finish,none,
ETOL_1960,AB_R_concrete_flat,roof,397,1,-1,190,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_R_concrete_flat,roof,398,1,-2,0,,interior finish,none,
ETOL_1960,AB_R_concrete_b,roof,399,1,0,150,,thermal insulation,expanded polystyrene,
ETOL_1960,AB_R_concrete_b,roof,400,1,1,50,,surface slab,reinforced concrete,
ETOL_1960,AB_R_concrete_b,roof,401,1,2,100,,ventilation space,ventilation space,
ETOL_1960,AB_R_concrete_b,roof,402,0.125,3,200,,roof supports,wood,75x200 k 600 estimated
ETOL_1960,AB_R_concrete_b,roof,403,0.875,3,200,,ventilation space,ventilation space,
ETOL_1960,AB_R_concrete_b,roof,404,1,4,22,,boarding,wood,
ETOL_1960,AB_R_concrete_b,roof,405,1,5,0,,exterior finish,none,
ETOL_1960,AB_R_concrete_b,roof,406,1,-1,160,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_R_concrete_b,roof,407,1,-2,0,,interior finish,none,
ETOL_1960,AB_R_concrete,roof,408,1,0,200,,thermal insulation,mineral wool,
ETOL_1960,AB_R_concrete,roof,409,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
ETOL_1960,AB_R_concrete,roof,410,0.875,1,200,,ventilation space,ventilation space,
ETOL_1960,AB_R_concrete,roof,411,1,2,22,,boarding,wood,
ETOL_1960,AB_R_concrete,roof,412,1,3,0,,exterior finish,none,
ETOL_1960,AB_R_concrete,roof,413,1,-1,190,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_R_concrete,roof,414,1,-2,0,,interior finish,none,
ETOL_1960,AB_PW_concrete,partition_wall,415,1,0,70,150,load-bearing structure,reinforced concrete,
ETOL_1960,AB_PW_concrete,partition_wall,416,1,1,0,,exterior finish,none,
ETOL_1960,AB_PW_concrete,partition_wall,417,1,-1,0,,interior finish,none,
ETOL_1960,AB_PW_brick,partition_wall,418,1,0,75,200,load-bearing structure,brick,
ETOL_1960,AB_PW_brick,partition_wall,419,1,1,0,,exterior finish,none,
ETOL_1960,AB_PW_brick,partition_wall,420,1,-1,0,,interior finish,none,
ETOL_1960,AB_EW_concrete,exterior_wall,421,1,0,90,,thermal insulation,mineral wool,
ETOL_1960,AB_EW_concrete,exterior_wall,422,1,1,50,,exterior finish,reinforced concrete,
ETOL_1960,AB_EW_concrete,exterior_wall,423,1,-1,70,150,load-bearing structure,reinforced concrete,
ETOL_1960,AB_EW_concrete,exterior_wall,424,1,-2,0,,interior finish,none,
ETOL_1960,AB_EW_brick,exterior_wall,425,1,0,75,,thermal insulation,mineral wool,
ETOL_1960,AB_EW_brick,exterior_wall,426,1,1,130,,exterior finish,brick,
ETOL_1960,AB_EW_brick,exterior_wall,427,1,-1,85,130,load-bearing structure,brick,
ETOL_1960,AB_EW_brick,exterior_wall,428,1,-2,0,,interior finish,plaster,
ETOL_1960,AB_BF_concrete_b,base_floor,429,1,0,150,,thermal insulation,expanded polystyrene,
ETOL_1960,AB_BF_concrete_b,base_floor,430,1,1,160,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_BF_concrete_b,base_floor,431,1,2,400,,french drain layer,gravel,
ETOL_1960,AB_BF_concrete_b,base_floor,432,1,3,0,,ground,none,
ETOL_1960,AB_BF_concrete_b,base_floor,433,1,-1,50,,surface slab,reinforced concrete,
ETOL_1960,AB_BF_concrete_b,base_floor,434,1,-2,0,,interior finish,none,
ETOL_1960,AB_BF_concrete,base_floor,435,1,0,50,,thermal insulation,expanded polystyrene,
ETOL_1960,AB_BF_concrete,base_floor,436,1,1,400,,french drain layer,gravel,
ETOL_1960,AB_BF_concrete,base_floor,437,1,2,0,,ground,none,
ETOL_1960,AB_BF_concrete,base_floor,438,1,-1,70,,load-bearing structure,reinforced concrete,
ETOL_1960,AB_BF_concrete,base_floor,439,1,-2,0,,interior finish,none,
ETOL_1970,TH_SF_concrete,separating_floor,440,1,0,130,,load-bearing structure,reinforced concrete,
ETOL_1970,TH_SF_concrete,separating_floor,441,1,1,0,,exterior finish,none,
ETOL_1970,TH_SF_concrete,separating_floor,442,1,-1,0,,interior finish,none,
ETOL_1970,TH_R_timber,roof,443,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
ETOL_1970,TH_R_timber,roof,444,0.9166666666666666,0,200,,thermal insulation,mineral wool,
ETOL_1970,TH_R_timber,roof,445,1,1,50,,windproofing,mineral wool,
ETOL_1970,TH_R_timber,roof,446,1,2,100,,ventilation space,ventilation space,
ETOL_1970,TH_R_timber,roof,447,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
ETOL_1970,TH_R_timber,roof,448,0.9166666666666666,3,200,,ventilation space,ventilation space,
ETOL_1970,TH_R_timber,roof,449,1,4,20,,boarding,wood,
ETOL_1970,TH_R_timber,roof,450,1,5,0,,exterior finish,none,roofing
ETOL_1970,TH_R_timber,roof,451,1,-1,0,,air barrier,paper,
ETOL_1970,TH_R_timber,roof,452,0.25,-2,20,,furring,wood,20x100 k 400 estimated
ETOL_1970,TH_R_timber,roof,453,0.75,-2,20,,ventilation space,none,
ETOL_1970,TH_R_timber,roof,454,1,-3,0,,interior finish,none,
ETOL_1970,TH_R_concrete,roof,455,1,0,150,,thermal insulation,mineral wool,
ETOL_1970,TH_R_concrete,roof,456,1,1,100,,ventilation space,ventilation space,
ETOL_1970,TH_R_concrete,roof,457,0.08333333333333333,2,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
ETOL_1970,TH_R_concrete,roof,458,0.9166666666666666,2,200,,ventilation space,ventilation space,
ETOL_1970,TH_R_concrete,roof,459,1,3,20,,furring,wood,20x100 boarding estimated
ETOL_1970,TH_R_concrete,roof,460,1,4,0,,exterior finish,none,roofing
ETOL_1970,TH_R_concrete,roof,461,1,-1,130,,load-bearing structure,reinforced concrete,
ETOL_1970,TH_R_concrete,roof,462,1,-2,0,,interior finish,none,
ETOL_1970,TH_PW_timber,partition_wall,463,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
ETOL_1970,TH_PW_timber,partition_wall,464,0.9166666666666666,0,70,70,soundproofing,mineral wool,
ETOL_1970,TH_PW_timber,partition_wall,465,1,1,25,,ventilation space,ventilation space,
ETOL_1970,TH_PW_timber,partition_wall,466,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
ETOL_1970,TH_PW_timber,partition_wall,467,0.9166666666666666,2,70,70,soundproofing,mineral wool,
ETOL_1970,TH_PW_timber,partition_wall,468,1,3,13,,construction board,plasterboard,
ETOL_1970,TH_PW_timber,partition_wall,469,1,4,10,,construction board,chipboard,
ETOL_1970,TH_PW_timber,partition_wall,470,1,5,0,,exterior finish,none,
ETOL_1970,TH_PW_timber,partition_wall,471,1,-1,13,,construction board,plasterboard,
ETOL_1970,TH_PW_timber,partition_wall,472,1,-2,10,,construction board,chipboard,
ETOL_1970,TH_PW_timber,partition_wall,473,1,-3,0,,interior finish,none,
ETOL_1970,TH_PW_concrete,partition_wall,474,1,0,70,150,load-bearing structure,reinforced concrete,
ETOL_1970,TH_PW_concrete,partition_wall,475,1,1,0,,exterior finish,none,
ETOL_1970,TH_PW_concrete,partition_wall,476,1,-1,0,,interior finish,none,
ETOL_1970,TH_EW_timber,exterior_wall,477,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
ETOL_1970,TH_EW_timber,exterior_wall,478,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
ETOL_1970,TH_EW_timber,exterior_wall,479,1,1,12,,windproofing,wood fibre board,
ETOL_1970,TH_EW_timber,exterior_wall,480,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1970,TH_EW_timber,exterior_wall,481,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1970,TH_EW_timber,exterior_wall,482,1,3,20,,exterior finish,wood,20x100 boarding estimated
ETOL_1970,TH_EW_timber,exterior_wall,483,0.08333333333333333,-1,50,,furring,wood,50x50 k 600
ETOL_1970,TH_EW_timber,exterior_wall,484,0.9166666666666666,-1,50,,thermal insulation,mineral wool,
ETOL_1970,TH_EW_timber,exterior_wall,485,1,-2,0,,air barrier,polyethylene plastic film,
ETOL_1970,TH_EW_timber,exterior_wall,486,1,-3,12,,construction board,chipboard,
ETOL_1970,TH_EW_timber,exterior_wall,487,1,-4,0,,interior finish,none,
ETOL_1970,TH_EW_concrete,exterior_wall,488,1,0,80,,thermal insulation,mineral wool,
ETOL_1970,TH_EW_concrete,exterior_wall,489,1,1,70,,surface element,reinforced concrete,
ETOL_1970,TH_EW_concrete,exterior_wall,490,1,2,0,,exterior finish,none,
ETOL_1970,TH_EW_concrete,exterior_wall,491,1,-1,70,150,load-bearing structure,reinforced concrete,
ETOL_1970,TH_EW_concrete,exterior_wall,492,1,-2,0,,interior finish,none,
ETOL_1970,TH_BF_concrete,base_floor,493,1,0,100,,thermal insulation,expanded polystyrene,
ETOL_1970,TH_BF_concrete,base_floor,494,1,1,0.2,,filter,polyethylene plastic film,
ETOL_1970,TH_BF_concrete,base_floor,495,1,2,400,,french drain layer,gravel,
ETOL_1970,TH_BF_concrete,base_floor,496,1,3,0,,ground,none,
ETOL_1970,TH_BF_concrete,base_floor,497,1,-1,100,,load-bearing structure,reinforced concrete,
ETOL_1970,TH_BF_concrete,base_floor,498,1,-2,0,,interior finish,none,
ETOL_1970,DH_SF_timber,separating_floor,499,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1970,DH_SF_timber,separating_floor,500,0.16666666666666663,0,100,,soundproofing,mineral wool,
ETOL_1970,DH_SF_timber,separating_floor,501,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
ETOL_1970,DH_SF_timber,separating_floor,502,0.16666666666666663,1,100,,ventilation space,ventilation space,
ETOL_1970,DH_SF_timber,separating_floor,503,1,2,12,,construction board,plywood,
ETOL_1970,DH_SF_timber,separating_floor,504,1,3,0,,exterior finish,none,
ETOL_1970,DH_SF_timber,separating_floor,505,1,-1,12,,construction board,plywood,
ETOL_1970,DH_SF_timber,separating_floor,506,1,-2,0,,interior finish,none,
ETOL_1970,DH_R_timber_flat,roof,507,1,0,300,,thermal insulation,mineral wool,
ETOL_1970,DH_R_timber_flat,roof,508,0.08333333333333333,1,200,,load-bearing structure,wood,50x200 k 600
ETOL_1970,DH_R_timber_flat,roof,509,0.9166666666666666,1,200,,ventilation space,ventilation space,
ETOL_1970,DH_R_timber_flat,roof,510,1,2,12,,windproofing,wood fibre board,
ETOL_1970,DH_R_timber_flat,roof,511,1,3,0,,exterior finish,none,roofing
ETOL_1970,DH_R_timber_flat,roof,512,0.25,-1,22,,furring,wood,22x100 k 400
ETOL_1970,DH_R_timber_flat,roof,513,0.75,-1,22,,ventilation space,ventilation space,
ETOL_1970,DH_R_timber_flat,roof,514,0.08333333333333333,-2,75,,furring,wood,
ETOL_1970,DH_R_timber_flat,roof,515,0.9166666666666666,-2,75,,ventilation space,ventilation space,
ETOL_1970,DH_R_timber_flat,roof,516,1,-3,0,,air barrier,paper,
ETOL_1970,DH_R_timber_flat,roof,517,1,-4,0,,interior finish,none,
ETOL_1970,DH_R_timber_250,roof,518,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
ETOL_1970,DH_R_timber_250,roof,519,0.9166666666666666,0,200,,thermal insulation,mineral wool,
ETOL_1970,DH_R_timber_250,roof,520,1,1,50,,windproofing,mineral wool,
ETOL_1970,DH_R_timber_250,roof,521,1,2,100,,ventilation space,ventilation space,
ETOL_1970,DH_R_timber_250,roof,522,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
ETOL_1970,DH_R_timber_250,roof,523,0.9166666666666666,3,200,,ventilation space,ventilation space,
ETOL_1970,DH_R_timber_250,roof,524,1,4,20,,boarding,wood,
ETOL_1970,DH_R_timber_250,roof,525,1,5,0,,exterior finish,none,roofing
ETOL_1970,DH_R_timber_250,roof,526,1,-1,0,,air barrier,paper,
ETOL_1970,DH_R_timber_250,roof,527,1,-2,20,,interior finish,wood,board paneling
ETOL_1970,DH_PW_timber,partition_wall,528,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
ETOL_1970,DH_PW_timber,partition_wall,529,0.925,0,95,95,soundproofing,mineral wool,
ETOL_1970,DH_PW_timber,partition_wall,530,1,1,24,,construction board,plasterboard,double construction boards
ETOL_1970,DH_PW_timber,partition_wall,531,1,2,0,,exterior finish,none,
ETOL_1970,DH_PW_timber,partition_wall,532,1,-1,24,,construction board,plasterboard,double construction boards
ETOL_1970,DH_PW_timber,partition_wall,533,1,-2,0,,interior finish,none,
ETOL_1970,DH_PW_brick,partition_wall,534,1,0,130,130,load-bearing structure,brick,
ETOL_1970,DH_PW_brick,partition_wall,535,1,1,0,,exterior finish,none,
ETOL_1970,DH_PW_brick,partition_wall,536,1,-1,0,,interior finish,none,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,537,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
ETOL_1970,DH_EW_timber_150_b,exterior_wall,538,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,539,1,1,12,,windproofing,wood fibre board,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,540,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1970,DH_EW_timber_150_b,exterior_wall,541,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,542,1,3,100,,exterior finish,brick,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,543,0.08333333333333333,-1,50,,furring,wood,50x50 k 600
ETOL_1970,DH_EW_timber_150_b,exterior_wall,544,0.9166666666666666,-1,50,,thermal insulation,mineral wool,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,545,1,-2,0,,air barrier,paper,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,546,0.03666666666666667,-3,22,,furring,wood,22x22 k 600 estimated
ETOL_1970,DH_EW_timber_150_b,exterior_wall,547,0.9633333333333334,-3,22,,ventilation space,ventilation space,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,548,1,-4,13,,construction board,plasterboard,
ETOL_1970,DH_EW_timber_150_b,exterior_wall,549,1,-5,0,,interior finish,none,
ETOL_1970,DH_EW_timber_150,exterior_wall,550,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
ETOL_1970,DH_EW_timber_150,exterior_wall,551,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
ETOL_1970,DH_EW_timber_150,exterior_wall,552,1,1,12,,windproofing,wood fibre board,
ETOL_1970,DH_EW_timber_150,exterior_wall,553,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
ETOL_1970,DH_EW_timber_150,exterior_wall,554,0.9583333333333334,2,25,,ventilation space,ventilation space,
ETOL_1970,DH_EW_timber_150,exterior_wall,555,1,3,130,,exterior finish,brick,
ETOL_1970,DH_EW_timber_150,exterior_wall,556,0.08333333333333333,-1,50,,furring,wood,50x50 k 600
ETOL_1970,DH_EW_timber_150,exterior_wall,557,0.9166666666666666,-1,50,,thermal insulation,mineral wool,
ETOL_1970,DH_EW_timber_150,exterior_wall,558,1,-2,0,,air barrier,polyethylene plastic film,
ETOL_1970,DH_EW_timber_150,exterior_wall,559,1,-3,12,,construction board,chipboard,
ETOL_1970,DH_EW_timber_150,exterior_wall,560,1,-4,0,,interior finish,none,
ETOL_1970,DH_EW_brick,exterior_wall,561,1,0,150,,thermal insulation,mineral wool,
ETOL_1970,DH_EW_brick,exterior_wall,562,1,1,20,,ventilation space,ventilation space,
ETOL_1970,DH_EW_brick,exterior_wall,563,1,2,130,,exterior finish,brick,
ETOL_1970,DH_EW_brick,exterior_wall,564,1,-1,130,130,load-bearing structure,brick,
ETOL_1970,DH_EW_brick,exterior_wall,565,1,-2,0,,interior finish,none,
ETOL_1970,DH_BF_concrete_100_b,base_floor,566,1,0,100,,thermal insulation,expanded polystyrene,
ETOL_1970,DH_BF_concrete_100_b,base_floor,567,1,1,400,,french drain layer,gravel,
ETOL_1970,DH_BF_concrete_100_b,base_floor,568,1,2,0,,ground,none,
ETOL_1970,DH_BF_concrete_100_b,base_floor,569,1,-1,70,,load-bearing structure,reinforced concrete,
ETOL_1970,DH_BF_concrete_100_b,base_floor,570,1,-2,0,,interior finish,none,
ETOL_1970,DH_BF_concrete_100,base_floor,571,0.08333333333333333,0,100,,furring,wood,50x100 k 600 furring estimated
ETOL_1970,DH_BF_concrete_100,base_floor,572,0.9166666666666666,0,100,,thermal insulation,mineral wool,
ETOL_1970,DH_BF_concrete_100,base_floor,573,1,1,160,,load-bearing structure,reinforced concrete,
ETOL_1970,DH_BF_concrete_100,base_floor,574,1,2,400,,french drain layer,gravel,
ETOL_1970,DH_BF_concrete_100,base_floor,575,1,3,0,,ground,none,
